school,0.0
workplace,0.0
gathering,0.0
transport,0.0
stayhome,0.0
inttravel,0.0
inttravel,3.0
school,3.0
workplace,2.0
stayhome,1.0
workplace,3.0
gathering,4.0
stayhome,2.0
stayhome,3.0
inttravel,4.0
workplace,1.0
transport,2.0
inttravel,1.0
inttravel,2.0
gathering,2.0
transport,1.0
gathering,3.0
school,2.0
school,1.0
gathering,1.0
