69,4,20200526,AGO
71,4,20200527,AGO
71,4,20200528,AGO
73,4,20200529,AGO
77,4,20200530,AGO
84,4,20200531,AGO
86,4,20200601,AGO
86,4,20200602,AGO
86,4,20200603,AGO
86,4,20200604,AGO
86,4,20200605,AGO
86,4,20200606,AGO
86,4,20200607,AGO
91,4,20200608,AGO
92,4,20200609,AGO
96,4,20200610,AGO
113,4,20200611,AGO
118,5,20200612,AGO
130,5,20200613,AGO
138,6,20200614,AGO
140,6,20200615,AGO
142,6,20200616,AGO
142,6,20200617,AGO
155,7,20200618,AGO
155,7,20200619,AGO
166,8,20200620,AGO
172,8,20200621,AGO
176,9,20200622,AGO
183,9,20200623,AGO
186,10,20200624,AGO
189,10,20200625,AGO
197,10,20200626,AGO
212,10,20200627,AGO
244,10,20200628,AGO
267,11,20200629,AGO
,,20200101,ALB
,,20200102,ALB
,,20200103,ALB
,,20200104,ALB
,,20200105,ALB
,,20200106,ALB
,,20200107,ALB
,,20200108,ALB
,,20200109,ALB
,,20200110,ALB
,,20200111,ALB
,,20200112,ALB
,,20200113,ALB
,,20200114,ALB
,,20200115,ALB
,,20200116,ALB
,,20200117,ALB
,,20200118,ALB
,,20200119,ALB
,,20200120,ALB
,,20200121,ALB
,,20200122,ALB
,,20200123,ALB
,,20200124,ALB
,,20200125,ALB
,,20200126,ALB
,,20200127,ALB
,,20200128,ALB
,,20200129,ALB
,,20200130,ALB
,,20200131,ALB
,,20200201,ALB
,,20200202,ALB
,,20200203,ALB
,,20200204,ALB
,,20200205,ALB
,,20200206,ALB
,,20200207,ALB
,,20200208,ALB
,,20200209,ALB
,,20200210,ALB
,,20200211,ALB
,,20200212,ALB
,,20200213,ALB
,,20200214,ALB
,,20200215,ALB
,,20200216,ALB
,,20200217,ALB
,,20200218,ALB
,,20200219,ALB
,,20200220,ALB
,,20200221,ALB
,,20200222,ALB
,,20200223,ALB
,,20200224,ALB
,,20200225,ALB
,,20200226,ALB
,,20200227,ALB
,,20200228,ALB
,,20200229,ALB
,,20200301,ALB
,,20200302,ALB
,,20200303,ALB
,,20200304,ALB
,,20200305,ALB
,,20200306,ALB
,,20200307,ALB
,,20200308,ALB
2,0,20200309,ALB
6,0,20200310,ALB
10,0,20200311,ALB
11,1,20200312,ALB
23,1,20200313,ALB
33,1,20200314,ALB
38,1,20200315,ALB
42,1,20200316,ALB
51,1,20200317,ALB
55,1,20200318,ALB
59,2,20200319,ALB
70,2,20200320,ALB
70,2,20200321,ALB
76,2,20200322,ALB
89,2,20200323,ALB
100,4,20200324,ALB
123,5,20200325,ALB
146,5,20200326,ALB
174,6,20200327,ALB
186,9,20200328,ALB
197,10,20200329,ALB
212,10,20200330,ALB
223,12,20200331,ALB
243,15,20200401,ALB
259,15,20200402,ALB
277,16,20200403,ALB
304,17,20200404,ALB
333,19,20200405,ALB
361,21,20200406,ALB
377,22,20200407,ALB
383,22,20200408,ALB
400,22,20200409,ALB
409,23,20200410,ALB
416,23,20200411,ALB
433,23,20200412,ALB
446,23,20200413,ALB
467,23,20200414,ALB
475,24,20200415,ALB
494,25,20200416,ALB
518,26,20200417,ALB
539,26,20200418,ALB
548,26,20200419,ALB
562,26,20200420,ALB
584,26,20200421,ALB
609,26,20200422,ALB
634,27,20200423,ALB
663,27,20200424,ALB
678,27,20200425,ALB
712,27,20200426,ALB
726,28,20200427,ALB
736,28,20200428,ALB
750,30,20200429,ALB
766,31,20200430,ALB
773,31,20200501,ALB
782,31,20200502,ALB
789,31,20200503,ALB
795,31,20200504,ALB
803,31,20200505,ALB
820,31,20200506,ALB
832,31,20200507,ALB
842,31,20200508,ALB
850,31,20200509,ALB
856,31,20200510,ALB
868,31,20200511,ALB
872,31,20200512,ALB
876,31,20200513,ALB
880,31,20200514,ALB
898,31,20200515,ALB
916,31,20200516,ALB
933,31,20200517,ALB
946,31,20200518,ALB
948,31,20200519,ALB
949,31,20200520,ALB
964,31,20200521,ALB
969,31,20200522,ALB
981,31,20200523,ALB
989,31,20200524,ALB
998,32,20200525,ALB
1004,32,20200526,ALB
1029,33,20200527,ALB
1050,33,20200528,ALB
1076,33,20200529,ALB
1099,33,20200530,ALB
1122,33,20200531,ALB
1137,33,20200601,ALB
1143,33,20200602,ALB
1164,33,20200603,ALB
1184,33,20200604,ALB
1197,33,20200605,ALB
1212,33,20200606,ALB
1232,34,20200607,ALB
1246,34,20200608,ALB
1263,34,20200609,ALB
1299,34,20200610,ALB
1341,34,20200611,ALB
1385,35,20200612,ALB
1416,36,20200613,ALB
1464,36,20200614,ALB
1521,36,20200615,ALB
1590,36,20200616,ALB
1672,37,20200617,ALB
1722,38,20200618,ALB
1788,39,20200619,ALB
1838,42,20200620,ALB
1891,43,20200621,ALB
1927,44,20200622,ALB
1995,44,20200623,ALB
2047,45,20200624,ALB
2114,47,20200625,ALB
2192,49,20200626,ALB
2269,51,20200627,ALB
2330,53,20200628,ALB
2402,55,20200629,ALB
2466,58,20200630,ALB
2535,62,20200701,ALB
2580,65,20200702,ALB
2662,69,20200703,ALB
,,20200704,ALB
,,20200705,ALB
,,20200706,ALB
,,20200101,AND
,,20200102,AND
,,20200103,AND
,,20200104,AND
,,20200105,AND
,,20200106,AND
,,20200107,AND
,,20200108,AND
,,20200109,AND
,,20200110,AND
,,20200111,AND
,,20200112,AND
,,20200113,AND
,,20200114,AND
,,20200115,AND
,,20200116,AND
,,20200117,AND
,,20200118,AND
,,20200119,AND
,,20200120,AND
,,20200121,AND
,,20200122,AND
,,20200123,AND
,,20200124,AND
,,20200125,AND
,,20200126,AND
,,20200127,AND
,,20200128,AND
,,20200129,AND
,,20200130,AND
,,20200131,AND
,,20200201,AND
,,20200202,AND
,,20200203,AND
,,20200204,AND
,,20200205,AND
,,20200206,AND
,,20200207,AND
,,20200208,AND
,,20200209,AND
,,20200210,AND
,,20200211,AND
,,20200212,AND
,,20200213,AND
,,20200214,AND
,,20200215,AND
,,20200216,AND
,,20200217,AND
,,20200218,AND
,,20200219,AND
,,20200220,AND
,,20200221,AND
,,20200222,AND
,,20200223,AND
,,20200224,AND
,,20200225,AND
,,20200226,AND
,,20200227,AND
,,20200228,AND
,,20200229,AND
,,20200301,AND
,,20200302,AND
1,0,20200303,AND
,,20200304,AND
,,20200305,AND
,,20200306,AND
,,20200307,AND
,,20200308,AND
,,20200309,AND
,,20200310,AND
,,20200311,AND
,,20200312,AND
,,20200313,AND
2,0,20200314,AND
,,20200315,AND
5,0,20200316,AND
14,0,20200317,AND
14,0,20200318,AND
53,0,20200319,AND
75,0,20200320,AND
75,0,20200321,AND
88,0,20200322,AND
113,0,20200323,AND
