healthcare,20.7
healthcare,2.5701603E7
healthcare,1080950.0
vaccines,3891420.0
vaccines,1.90372E8
healthcare,1.411545E7
healthcare,9638900.0
healthcare,2943480.0
healthcare,20642.0
healthcare,2.97228142E8
vaccines,2.387E7
healthcare,2.6007802E7
healthcare,2600000.0
healthcare,1.0
healthcare,300000.0
healthcare,7.5498575E7
healthcare,9348442.0
healthcare,8.970631E7
healthcare,3.4209974E7
healthcare,3.5465074E7
healthcare,8068568.0
healthcare,1.6408371E7
healthcare,3.8562996E7
healthcare,4240092.0
healthcare,1.707E8
healthcare,6.1E7
healthcare,3.36870464E8
vaccines,5.0736102E8
healthcare,1.843109E7
healthcare,500000.0
healthcare,8550688.0
healthcare,3.4E8
vaccines,1.081983E7
healthcare,8.0721805E7
healthcare,4.5454063E7
healthcare,45203.0
healthcare,1600000.0
healthcare,1055233.0
healthcare,2.4236047E7
healthcare,9249685.0
vaccines,808365.6
healthcare,1.9077416E7
healthcare,2.82035627E8
vaccines,2.86175609E8
healthcare,1.7726587E7
healthcare,6.5921462E7
healthcare,3000000.0
healthcare,7.41974138E8
healthcare,6.68302272E8
healthcare,6.5593415E7
healthcare,5.2711234E7
healthcare,1.6453484E7
vaccines,1.0E7
healthcare,1.3954E8
healthcare,1.2357E8
healthcare,1.061634E8
healthcare,5600000.0
healthcare,3.1E7
healthcare,4.2E7
healthcare,5800000.0
healthcare,1.6518385E7
healthcare,1.09E8
healthcare,8.0
healthcare,7600000.0
healthcare,5.364E7
healthcare,6.1647909E7
vaccines,1067576.52
vaccines,1.53E7
healthcare,6949668.0
healthcare,0.03
vaccines,9900000.0
healthcare,6.42E8
healthcare,6190459.0
healthcare,1004059.72
vaccines,1.39E9
healthcare,1.9354778041E10
healthcare,292800.0
healthcare,6.3631833E7
healthcare,2.3260773E7
healthcare,3.423198E7
healthcare,513025.0
healthcare,3.02E8
healthcare,6.7935E9
healthcare,53879.0
healthcare,1406551.0
healthcare,2.4118E9
healthcare,6.7E9
vaccines,8.26E8
healthcare,5.7458E10
healthcare,2.424E11
healthcare,1.0E11
vaccines,1.2E9
healthcare,209424.0
healthcare,5.235602E7
healthcare,1.25E7
healthcare,3.126720954E7
healthcare,3.836E7
healthcare,50.0
vaccines,1.1
healthcare,5.6079E8
vaccines,1733514.0
